Filename,Species,Dominant_Frequency_Hz,Spectral_Bandwidth,Spectral_Flatness,RMS_Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12
Andean Guan23.mp3,Andean Guan_sound,959.943349673251,3612.6871156232205,0.0004992725,0.03594926,-272.08264,142.15045,-30.100811,0.5058476,-18.532356,29.625763,-21.243055,22.35579,-1.36236,5.79733,5.2351494,10.11149,-3.7336116,0.57687414,0.5670345,0.5502077,0.5601525,0.549365,0.5405921,0.51433796,0.5182625,0.5545205,0.568357,0.62164515,0.5861057
Andean Guan24.mp3,Andean Guan_sound,269.25680115652517,4002.875126431164,0.00029175705,0.14146419,-120.759315,126.24045,-26.636703,38.793888,-14.193155,33.170082,-8.618389,22.203215,-19.540634,14.3771,-14.062469,18.37819,4.5452695,0.32818568,0.35002849,0.32653865,0.33160785,0.4105029,0.46627015,0.564024,0.5232373,0.43145415,0.30195904,0.24498639,0.27595723
Andean Guan25.mp3,Andean Guan_sound,1727.1052870639535,3221.038211523388,0.0019458045,0.03179038,-280.28384,131.95705,-39.651012,-10.457115,0.8878442,5.8053246,-3.333071,3.3579118,-6.2615232,4.582655,2.4912174,6.0510287,-0.4391653,0.5467591,0.5213809,0.49764732,0.50335884,0.50456285,0.5165063,0.54440933,0.5835068,0.62449634,0.6411878,0.6093071,0.57575375
Andean Guan26.mp3,Andean Guan_sound,299.496644295302,3927.7171858061333,0.0027714549,0.02402495,-297.88,134.16173,-1.194867,12.731336,-16.239155,16.820354,-4.772454,10.742925,-9.138568,9.89804,-4.1603074,7.9827,-3.2917504,0.5602551,0.56621,0.5817908,0.583622,0.515761,0.52278566,0.5513572,0.5718699,0.6017456,0.5789658,0.54873836,0.5619021
Andean Guan27.mp3,Andean Guan_sound,1687.3780153508771,5117.458476896623,0.07693217,0.018821394,-321.00195,71.99657,-39.253647,-21.344198,-26.20956,-13.4482155,-4.1299553,-11.667978,-12.400152,-14.653695,-7.912195,-5.881682,-14.869149,0.3514808,0.35301134,0.36488217,0.38518324,0.39919308,0.44050872,0.42902792,0.47096604,0.5847147,0.6268595,0.49031183,0.36876917
Andean Guan28.mp3,Andean Guan_sound,1353.5024493119236,1763.3637241897238,0.012016979,0.056193464,-231.12775,92.78613,-79.692444,-21.504143,-2.5840344,1.2927349,-5.841876,-8.520531,-3.843661,-0.6113928,0.9028766,0.2241616,-3.593016,0.36396468,0.3379957,0.35192683,0.42205444,0.49095854,0.5155934,0.47417822,0.4547646,0.4927451,0.44777662,0.3507807,0.33230346
Andean Guan29.mp3,Andean Guan_sound,1353.5024493119236,1763.3637241897238,0.012016979,0.056193464,-231.12775,92.78613,-79.692444,-21.504143,-2.5840344,1.2927349,-5.841876,-8.520531,-3.843661,-0.6113928,0.9028766,0.2241616,-3.593016,0.36396468,0.3379957,0.35192683,0.42205444,0.49095854,0.5155934,0.47417822,0.4547646,0.4927451,0.44777662,0.3507807,0.33230346
Andean Guan3.mp3,Andean Guan_sound,1617.8876426507322,5118.64859830041,0.03704631,0.012323511,-364.27908,70.15044,-25.23203,-14.6182375,-20.391733,21.106981,2.6735334,14.351246,-5.879531,2.3531866,-5.2205796,1.5866923,-10.131762,0.4518361,0.4805207,0.5292105,0.5256161,0.4533309,0.43193513,0.47225463,0.5362746,0.497853,0.4221822,0.39256078,0.3949648
Andean Guan30.mp3,Andean Guan_sound,1353.5024493119236,1763.3637241897238,0.012016979,0.056193464,-231.12775,92.78613,-79.692444,-21.504143,-2.5840344,1.2927349,-5.841876,-8.520531,-3.843661,-0.6113928,0.9028766,0.2241616,-3.593016,0.36396468,0.3379957,0.35192683,0.42205444,0.49095854,0.5155934,0.47417822,0.4547646,0.4927451,0.44777662,0.3507807,0.33230346
Andean Guan31.mp3,Andean Guan_sound,1416.2773569023568,2272.5161585310066,0.0016241447,0.095137514,-216.53116,152.29498,-81.514046,11.61474,-40.013798,15.153708,2.636176,-21.45275,6.512739,-1.4275109,-2.261137,-9.574775,7.81511,0.30024824,0.3141292,0.32939047,0.39755344,0.5272582,0.62978524,0.54975677,0.5182534,0.47833905,0.44717672,0.40081635,0.3369482
Andean Guan4.mp3,Andean Guan_sound,1617.8876426507322,5118.64859830041,0.03704631,0.012323511,-364.27908,70.15044,-25.23203,-14.6182375,-20.391733,21.106981,2.6735334,14.351246,-5.879531,2.3531866,-5.2205796,1.5866923,-10.131762,0.4518361,0.4805207,0.5292105,0.5256161,0.4533309,0.43193513,0.47225463,0.5362746,0.497853,0.4221822,0.39256078,0.3949648
Andean Guan5.mp3,Andean Guan_sound,1753.6147608901513,6283.076283637792,0.17862615,0.014324122,-356.0336,62.14564,-2.2290554,-21.8545,-23.8647,-11.75986,-12.063289,-10.513239,-11.94549,-11.493279,-14.439659,-12.575994,-11.753176,0.46723354,0.5008437,0.5551344,0.5658933,0.49485025,0.45856938,0.44174638,0.4561919,0.48490533,0.49708053,0.49128506,0.45857415
Andean Guan6.mp3,Andean Guan_sound,1753.6147608901513,6283.076283637792,0.17862615,0.014324122,-356.0336,62.14564,-2.2290554,-21.8545,-23.8647,-11.75986,-12.063289,-10.513239,-11.94549,-11.493279,-14.439659,-12.575994,-11.753176,0.46723354,0.5008437,0.5551344,0.5658933,0.49485025,0.45856938,0.44174638,0.4561919,0.48490533,0.49708053,0.49128506,0.45857415
Andean Guan7.mp3,Andean Guan_sound,1753.6147608901513,6283.076283637792,0.17862615,0.014324122,-356.0336,62.14564,-2.2290554,-21.8545,-23.8647,-11.75986,-12.063289,-10.513239,-11.94549,-11.493279,-14.439659,-12.575994,-11.753176,0.46723354,0.5008437,0.5551344,0.5658933,0.49485025,0.45856938,0.44174638,0.4561919,0.48490533,0.49708053,0.49128506,0.45857415
Andean Guan8.mp3,Andean Guan_sound,1721.5620850702196,3700.5782462306497,0.0008757036,0.03337999,-338.16373,61.035694,-74.437,-29.392393,-56.78994,-10.214128,-28.045368,-12.134848,-30.395174,-13.372367,-24.733028,-2.8386698,-8.350225,0.37469113,0.39478388,0.42032135,0.41577828,0.36722857,0.33667877,0.31229106,0.32910767,0.37173122,0.4128732,0.3960825,0.36277226
Andean Guan9.mp3,Andean Guan_sound,1427.4008648825063,6724.212136873712,0.032927833,0.13802998,-144.99084,59.611603,15.444057,3.3015368,9.136608,8.364386,9.293389,4.676147,2.8776786,1.0790725,7.788511,18.000288,17.860971,0.4758335,0.49917606,0.49187493,0.5067754,0.5979118,0.7561213,0.6826051,0.47760752,0.45313114,0.47835237,0.42216015,0.4183769
Andean Tinamou10.mp3,Andean Tinamou_sound,3247.189091812648,5850.297148091379,0.06846672,0.0038788414,-509.72748,35.98583,-15.76391,-8.27016,5.2084537,2.8059227,0.58592135,3.5769694,5.0138745,0.7414582,3.04319,10.80932,9.683792,0.31043625,0.31174624,0.32576853,0.36743444,0.43059027,0.5177731,0.5788365,0.5244413,0.43638745,0.45910174,0.37575543,0.31637314
Andean Tinamou11.mp3,Andean Tinamou_sound,3247.189091812648,5850.297148091379,0.06846672,0.0038788414,-509.72748,35.98583,-15.76391,-8.27016,5.2084537,2.8059227,0.58592135,3.5769694,5.0138745,0.7414582,3.04319,10.80932,9.683792,0.31043625,0.31174624,0.32576853,0.36743444,0.43059027,0.5177731,0.5788365,0.5244413,0.43638745,0.45910174,0.37575543,0.31637314
Andean Tinamou12.mp3,Andean Tinamou_sound,101.61561800503638,3449.0181703632866,0.064758606,0.0897293,-343.42664,89.93176,20.051363,13.370342,13.395171,15.331201,7.8873515,12.319256,6.8217745,8.939968,6.2103033,8.604866,7.9170256,0.6277557,0.7159716,0.7913086,0.85090184,0.8855138,0.88471067,0.84236217,0.781372,0.71124583,0.6425145,0.5757286,0.5274052
Andean Tinamou13.mp3,Andean Tinamou_sound,2607.439315127872,3834.3111897564654,0.000106220185,0.036077995,-328.94534,124.53241,10.35806,33.940437,-3.3249028,21.948017,-1.9060036,19.613598,1.5944024,13.159782,2.3886604,7.6073494,5.131209,0.69676435,0.7555318,0.7968116,0.77931637,0.77342296,0.730149,0.6838563,0.6557467,0.62968296,0.61375684,0.6100832,0.6302669
Andean Tinamou14.mp3,Andean Tinamou_sound,2607.439315127872,3834.3111897564654,0.000106220185,0.036077995,-328.94534,124.53241,10.35806,33.940437,-3.3249028,21.948017,-1.9060036,19.613598,1.5944024,13.159782,2.3886604,7.6073494,5.131209,0.69676435,0.7555318,0.7968116,0.77931637,0.77342296,0.730149,0.6838563,0.6557467,0.62968296,0.61375684,0.6100832,0.6302669
Andean Tinamou15.mp3,Andean Tinamou_sound,179.99667565471134,4125.11607647841,0.00057624903,0.03950455,-237.38705,104.98137,-23.133049,24.208157,-11.865888,22.977348,-5.448002,20.060621,-5.814285,11.062785,1.4730775,4.540697,4.9013486,0.6621655,0.6628461,0.6828734,0.72681254,0.7340265,0.725779,0.71024704,0.7046763,0.69828844,0.67842406,0.6593112,0.65476537
Andean Tinamou16.mp3,Andean Tinamou_sound,179.99667565471134,4125.11607647841,0.00057624903,0.03950455,-237.38705,104.98137,-23.133049,24.208157,-11.865888,22.977348,-5.448002,20.060621,-5.814285,11.062785,1.4730775,4.540697,4.9013486,0.6621655,0.6628461,0.6828734,0.72681254,0.7340265,0.725779,0.71024704,0.7046763,0.69828844,0.67842406,0.6593112,0.65476537
Andean Tinamou17.mp3,Andean Tinamou_sound,106.57915455426357,3723.1628738890486,0.0006551549,0.058413845,-185.87337,142.25644,-7.4013057,-0.25650468,-9.185235,24.819456,-13.210251,13.881427,-0.11730351,5.053874,1.3116701,3.807483,2.2436144,0.69153196,0.68312526,0.67291296,0.68385065,0.67942005,0.6820423,0.66823447,0.6592999,0.65672326,0.6759538,0.68593156,0.6886295
Andean Tinamou18.mp3,Andean Tinamou_sound,225.59384031791907,6504.748845851053,0.17692415,0.043302346,-157.48886,54.737324,-1.3275713,16.025143,11.791604,-3.5148196,-0.7470939,-0.58709216,6.1120696,-2.2452455,-4.1670804,-1.8989946,2.9325023,0.5477131,0.53982013,0.5864424,0.6871464,0.74655056,0.7537779,0.70306057,0.66687095,0.6848247,0.7072194,0.699485,0.6200918
Andean Tinamou19.mp3,Andean Tinamou_sound,225.59384031791907,6504.748845851053,0.17692415,0.043302346,-157.48886,54.737324,-1.3275713,16.025143,11.791604,-3.5148196,-0.7470939,-0.58709216,6.1120696,-2.2452455,-4.1670804,-1.8989946,2.9325023,0.5477131,0.53982013,0.5864424,0.6871464,0.74655056,0.7537779,0.70306057,0.66687095,0.6848247,0.7072194,0.699485,0.6200918
Andean Tinamou2.mp3,Andean Tinamou_sound,2679.0674603174602,1376.098493626314,0.0011939125,0.05931391,-195.17416,33.131943,-76.38519,60.502945,-59.289795,46.566788,-12.011572,27.774231,-13.805484,11.629252,-3.4452188,-13.274665,9.785655,0.3714723,0.48006037,0.58983886,0.45900282,0.5777521,0.7981626,0.53763944,0.44286555,0.37058318,0.32762942,0.31078985,0.35680932
Andean Tinamou20.mp3,Andean Tinamou_sound,150.02927761341223,3726.161990354684,0.0020229293,0.01835944,-268.84512,125.23641,-43.66694,23.463417,-6.8179183,22.10734,-6.6923327,20.66124,-7.8605328,12.225531,-2.1838548,4.311359,-1.0101224,0.6388793,0.632722,0.6485663,0.6638781,0.65390944,0.6575847,0.6393003,0.64270943,0.6413497,0.65877426,0.65960854,0.6365872
Andean Tinamou21.mp3,Andean Tinamou_sound,106.82291666666666,3507.740162013257,0.00020306597,0.054696184,-219.56975,142.31126,-19.62224,35.530777,-12.358882,20.138674,-9.400754,13.785255,-11.300951,12.490474,-3.0278404,6.600626,8.941731,0.60394466,0.5776653,0.581454,0.5806859,0.5775749,0.6379797,0.60528433,0.55534637,0.5714507,0.6087067,0.6731766,0.6656698
Andean Tinamou22.mp3,Andean Tinamou_sound,212.71886081560282,3313.097123280342,0.0027789131,0.05674208,-212.32628,134.29347,-31.450445,33.41361,-14.365493,39.86456,-6.9000006,-2.7751982,2.0272357,-0.9121877,-9.691969,0.9880878,-1.645469,0.47837183,0.46223736,0.483117,0.46797684,0.4604978,0.48874182,0.54944307,0.59615445,0.5786607,0.5652477,0.517994,0.49156058
Andean Tinamou23.mp3,Andean Tinamou_sound,4862.919730392156,2857.614643113429,0.0018727013,0.095344156,-204.74692,123.26172,-63.095,60.829453,-12.292482,22.650455,1.9576544,23.717113,-7.9354362,11.518934,4.8584633,0.30970132,7.2016635,0.2718661,0.39916345,0.82810193,0.40615445,0.35059533,0.3523036,0.3097116,0.31546956,0.30567017,0.29329956,0.29659924,0.28890228
Andean Tinamou24.mp3,Andean Tinamou_sound,127.98803812240664,4700.7985013279,0.035536055,0.03680077,-171.06874,48.93514,-27.723312,37.67754,-6.1140857,19.2015,-6.0458984,13.954573,-7.3937607,10.031986,-8.523304,6.8472266,-5.4046164,0.60147625,0.6048375,0.61795276,0.6123012,0.60138935,0.6194825,0.65744346,0.6696462,0.6576931,0.6761083,0.6639245,0.62159747
Andean Tinamou25.mp3,Andean Tinamou_sound,5850.272019389438,3953.722475534926,0.008224786,0.02542474,-291.99417,53.803566,-36.42274,55.00078,-5.6641498,26.475277,0.22820029,19.56259,1.6003361,14.43111,0.41542947,8.820736,3.8138263,0.52817357,0.51076907,0.54609734,0.56367445,0.58248895,0.5985071,0.5804773,0.5401217,0.5588833,0.57127786,0.5659396,0.53758526
Andean Tinamou26.mp3,Andean Tinamou_sound,5850.272019389438,3953.722475534926,0.008224786,0.02542474,-291.99417,53.803566,-36.42274,55.00078,-5.6641498,26.475277,0.22820029,19.56259,1.6003361,14.43111,0.41542947,8.820736,3.8138263,0.52817357,0.51076907,0.54609734,0.56367445,0.58248895,0.5985071,0.5804773,0.5401217,0.5588833,0.57127786,0.5659396,0.53758526
Andean Tinamou27.mp3,Andean Tinamou_sound,355.0082236842105,6589.250076574665,0.10509514,0.059902072,-130.84457,58.432655,20.791622,18.8028,11.067981,7.770064,7.1334763,8.183107,1.0557649,-0.4875823,-2.7448423,0.09597511,-1.3068128,0.56218535,0.5320884,0.56763357,0.5811231,0.6297085,0.82228124,0.7776762,0.57648206,0.5480488,0.57145995,0.65342784,0.62221277
Andean Tinamou28.mp3,Andean Tinamou_sound,19388.36653930131,6430.870556768405,0.07030179,0.076182686,-131.62622,63.84571,20.90676,22.231827,15.810711,8.284189,1.7571368,11.065466,3.4367542,-0.7395154,-4.0936856,2.056655,-3.0409844,0.55244267,0.51479197,0.5197684,0.53549504,0.55905086,0.7162383,0.7063443,0.58669996,0.5643081,0.5864808,0.6352513,0.62158245
Andean Tinamou29.mp3,Andean Tinamou_sound,19388.36653930131,6430.870556768405,0.07030179,0.076182686,-131.62622,63.84571,20.90676,22.231827,15.810711,8.284189,1.7571368,11.065466,3.4367542,-0.7395154,-4.0936856,2.056655,-3.0409844,0.55244267,0.51479197,0.5197684,0.53549504,0.55905086,0.7162383,0.7063443,0.58669996,0.5643081,0.5864808,0.6352513,0.62158245
Andean Tinamou3.mp3,Andean Tinamou_sound,115.2240273178808,1868.070137841927,0.0024337843,0.059295632,-286.57834,128.15558,-2.6832345,27.302525,-2.494958,-14.983717,8.667707,7.1994967,-4.7690134,2.2194414,16.656187,5.094033,-1.572326,0.39785418,0.39404288,0.4250399,0.4704198,0.603307,0.7142484,0.6459878,0.517787,0.4671967,0.48751664,0.47158492,0.4332798
Andean Tinamou30.mp3,Andean Tinamou_sound,100.6231503664036,2779.241540508188,0.00034143095,0.11345552,-339.0932,118.6461,20.909634,16.453007,14.595009,-3.8134737,12.555169,21.56082,2.962878,2.9176948,12.804813,9.16646,5.0747705,0.70772976,0.7724254,0.8190407,0.8573276,0.8801033,0.885803,0.8775233,0.84436405,0.7918511,0.7396386,0.6842138,0.6390547
Andean Tinamou31.mp3,Andean Tinamou_sound,5454.810049019608,3085.809951266618,0.12781717,0.037971787,-331.11487,91.814835,-21.377966,43.299538,3.43047,6.8829165,-2.308398,14.504041,-6.0412903,9.690373,2.0082023,3.2853568,6.429009,0.51180446,0.536443,0.5495259,0.5143993,0.5140025,0.5564163,0.47897875,0.43015745,0.42890304,0.47548962,0.4764379,0.4771399
Andean Tinamou4.mp3,Andean Tinamou_sound,2861.0783066860467,6549.849070130581,0.2703451,0.028957272,-211.97252,33.61807,1.0557858,-3.8645046,-9.152154,-14.100256,-16.005676,-14.255545,-15.407399,-15.409428,-16.619795,-13.330124,-13.184842,0.6401851,0.64930654,0.637868,0.63125885,0.57256144,0.5701412,0.5712567,0.5502281,0.56185377,0.57473826,0.65122694,0.64339423
Andean Tinamou5.mp3,Andean Tinamou_sound,2861.0783066860467,6549.849070130581,0.2703451,0.028957272,-211.97252,33.61807,1.0557858,-3.8645046,-9.152154,-14.100256,-16.005676,-14.255545,-15.407399,-15.409428,-16.619795,-13.330124,-13.184842,0.6401851,0.64930654,0.637868,0.63125885,0.57256144,0.5701412,0.5712567,0.5502281,0.56185377,0.57473826,0.65122694,0.64339423
Andean Tinamou6.mp3,Andean Tinamou_sound,3461.900452245652,2544.178855369193,0.00019516618,0.03899677,-350.01456,95.50617,-44.735283,44.030575,24.856907,-3.6184611,4.160651,8.250943,-10.4698925,-5.9611206,-4.652437,-1.1750909,1.876264,0.39339632,0.40669048,0.40180206,0.3978087,0.42778936,0.45523563,0.43107516,0.40135303,0.41967055,0.4463566,0.49170655,0.45148996
Andean Tinamou7.mp3,Andean Tinamou_sound,2194.289617486339,1898.4471309386233,0.0044006812,0.013373601,-392.0566,100.93397,-99.05985,-16.60936,-0.27472714,-16.57404,11.171691,7.3496637,1.3044184,-4.6722193,-6.9399047,-3.0368888,-7.215294,0.46986207,0.5159224,0.49235258,0.45145124,0.47962952,0.445446,0.42201704,0.42898098,0.433298,0.41165543,0.44306213,0.4404902
Andean Tinamou8.mp3,Andean Tinamou_sound,233.6000125250501,4658.369911755244,0.0069369385,0.059679095,-183.83714,136.28377,-2.6330209,-5.796576,-17.57879,-3.1769779,17.084253,5.220431,-23.673191,7.0626364,5.20479,-3.9513476,-3.3588436,0.6192845,0.56478184,0.55900055,0.5655478,0.5409238,0.5447726,0.5494351,0.592537,0.6285715,0.648751,0.6192325,0.6192623
Andean Tinamou9.mp3,Andean Tinamou_sound,112.10937500000001,5109.7911161803595,0.014401706,0.037471645,-202.20006,85.51003,-3.2185607,29.62638,1.3549278,23.00709,-8.832403,19.384851,-9.037075,6.3848825,-7.0312524,3.9908674,-8.329497,0.5767844,0.5954335,0.61946315,0.6424047,0.6818734,0.7035621,0.65534073,0.63911533,0.590544,0.5529033,0.55651057,0.5689035
Australian Brushturkey10.mp3,Australian Brushturkey_sound,253.5912706827504,4982.250189034042,0.00066223653,0.05747141,-221.06235,119.547516,5.707107,7.867428,-11.86913,12.043541,-4.3914385,8.778471,-5.107142,12.467418,-17.142591,9.9074745,-1.4323683,0.5840186,0.5194206,0.6177242,0.56050014,0.48623332,0.52532077,0.54958045,0.4775028,0.4468936,0.43788686,0.4686306,0.517518
Australian Brushturkey11.mp3,Australian Brushturkey_sound,253.5912706827504,4982.250189034042,0.00066223653,0.05747141,-221.06235,119.547516,5.707107,7.867428,-11.86913,12.043541,-4.3914385,8.778471,-5.107142,12.467418,-17.142591,9.9074745,-1.4323683,0.5840186,0.5194206,0.6177242,0.56050014,0.48623332,0.52532077,0.54958045,0.4775028,0.4468936,0.43788686,0.4686306,0.517518
Australian Brushturkey12.mp3,Australian Brushturkey_sound,253.5912706827504,4982.250189034042,0.00066223653,0.05747141,-221.06235,119.547516,5.707107,7.867428,-11.86913,12.043541,-4.3914385,8.778471,-5.107142,12.467418,-17.142591,9.9074745,-1.4323683,0.5840186,0.5194206,0.6177242,0.56050014,0.48623332,0.52532077,0.54958045,0.4775028,0.4468936,0.43788686,0.4686306,0.517518
Australian Brushturkey13.mp3,Australian Brushturkey_sound,253.5912706827504,4982.250189034042,0.00066223653,0.05747141,-221.06235,119.547516,5.707107,7.867428,-11.86913,12.043541,-4.3914385,8.778471,-5.107142,12.467418,-17.142591,9.9074745,-1.4323683,0.5840186,0.5194206,0.6177242,0.56050014,0.48623332,0.52532077,0.54958045,0.4775028,0.4468936,0.43788686,0.4686306,0.517518
Australian Brushturkey14.mp3,Australian Brushturkey_sound,253.5912706827504,4982.250189034042,0.00066223653,0.05747141,-221.06235,119.547516,5.707107,7.867428,-11.86913,12.043541,-4.3914385,8.778471,-5.107142,12.467418,-17.142591,9.9074745,-1.4323683,0.5840186,0.5194206,0.6177242,0.56050014,0.48623332,0.52532077,0.54958045,0.4775028,0.4468936,0.43788686,0.4686306,0.517518
Australian Brushturkey15.mp3,Australian Brushturkey_sound,253.5912706827504,4982.250189034042,0.00066223653,0.05747141,-221.06235,119.547516,5.707107,7.867428,-11.86913,12.043541,-4.3914385,8.778471,-5.107142,12.467418,-17.142591,9.9074745,-1.4323683,0.5840186,0.5194206,0.6177242,0.56050014,0.48623332,0.52532077,0.54958045,0.4775028,0.4468936,0.43788686,0.4686306,0.517518
Australian Brushturkey16.mp3,Australian Brushturkey_sound,295.1136363636363,3750.6607087657576,0.0008425332,0.08474742,-254.30655,78.99149,-16.451658,32.711246,-4.01607,13.531303,-1.4592545,14.874202,3.4877505,0.58807397,-12.78365,-5.2579827,2.5003352,0.39694712,0.45144457,0.5119824,0.5221617,0.47059688,0.43736213,0.4457933,0.5368478,0.48126164,0.49061558,0.47230825,0.4318851
